model,fpr,tpr
Logistic Regression,0.0028115914246461546,0.0064666926373198284
Logistic Regression,0.0028179814051567144,0.006505648617062719
Logistic Regression,0.0028243713856672737,0.006505648617062719
Logistic Regression,0.0028499313077095115,0.00654460459680561
Logistic Regression,0.00286271126873063,0.00654460459680561
Logistic Regression,0.00286910124924119,0.00654460459680561
Logistic Regression,0.0028946611712834277,0.0065835605765485
Logistic Regression,0.0029138311128151058,0.0065835605765485
Logistic Regression,0.002926611073836225,0.0065835605765485
Logistic Regression,0.002958560976389022,0.006622516556291391
Logistic Regression,0.0029777309179207004,0.006622516556291391
Logistic Regression,0.002990510878941819,0.006622516556291391
Logistic Regression,0.0030096808204734976,0.006661472536034281
Logistic Regression,0.003028850762005176,0.006661472536034281
Logistic Regression,0.0030416307230262947,0.006700428515777171
Logistic Regression,0.003073580625579092,0.006700428515777171
Logistic Regression,0.003086360586600211,0.006739384495520063
Logistic Regression,0.0031055305281318894,0.006778340475262953
Logistic Regression,0.003118310489153008,0.006778340475262953
Logistic Regression,0.003131090450174127,0.006817296455005843
Logistic Regression,0.003143870411195246,0.006817296455005843
Logistic Regression,0.0031630403527269243,0.006817296455005843
Logistic Regression,0.003175820313748043,0.006856252434748734
Logistic Regression,0.0031949902552797214,0.006856252434748734
Logistic Regression,0.0031949902552797214,0.006895208414491624
Logistic Regression,0.0032141601968114,0.006895208414491624
Logistic Regression,0.0032397201188536376,0.006934164394234515
Logistic Regression,0.0032588900603853156,0.006973120373977406
Logistic Regression,0.0032652800408958754,0.006973120373977406
Logistic Regression,0.003278060001916994,0.006973120373977406
Logistic Regression,0.0032972299434486725,0.007012076353720296
Logistic Regression,0.003303619923959232,0.007012076353720296
Logistic Regression,0.003303619923959232,0.007051032333463186
Logistic Regression,0.0033291798460014697,0.007051032333463186
Logistic Regression,0.0033419598070225888,0.007089988313206077
Logistic Regression,0.0033547397680437074,0.007245812232177639
Logistic Regression,0.0033675197290648265,0.00728476821192053
Logistic Regression,0.0033802996900859452,0.007479548110634983
Logistic Regression,0.0033994696316176237,0.007479548110634983
Logistic Regression,0.003431419534170421,0.007596416049863654
Logistic Regression,0.00343780951468098,0.007596416049863654
Logistic Regression,0.003463369436723218,0.007596416049863654
Logistic Regression,0.0034697594172337773,0.007596416049863654
Logistic Regression,0.0034889293587654557,0.0076743280093494355
Logistic Regression,0.003495319339276015,0.0076743280093494355
Logistic Regression,0.0035144892808076935,0.007791195948578107
Logistic Regression,0.0035272692418288126,0.007791195948578107
Logistic Regression,0.0035464391833604906,0.007830151928320997
Logistic Regression,0.0035528291638710504,0.007830151928320997
Logistic Regression,0.0035719991054027284,0.007908063887806778
Logistic Regression,0.0035719991054027284,0.00798597584729256
Logistic Regression,0.003578389085913288,0.00798597584729256
Logistic Regression,0.003591169046934407,0.00810284378652123
Logistic Regression,0.003597559027444966,0.00810284378652123
Logistic Regression,0.0036103389884660853,0.00810284378652123
Logistic Regression,0.0036103389884660853,0.008141799766264122
Logistic Regression,0.0036486788715294417,0.008141799766264122
Logistic Regression,0.00366784881306112,0.008180755746007013
Logistic Regression,0.003680628774082239,0.008180755746007013
Logistic Regression,0.0036997987156139173,0.008258667705492793
Logistic Regression,0.003725358637656155,0.008258667705492793
Logistic Regression,0.0037317486181667144,0.008414491624464355
Logistic Regression,0.0037573085402089522,0.008453447604207246
Logistic Regression,0.00378286846225119,0.008570315543435918
Logistic Regression,0.003795648423272309,0.008570315543435918
Logistic Regression,0.003821208345314547,0.00872613946240748
Logistic Regression,0.0038275983258251062,0.00880405142189326
Logistic Regression,0.0038467682673567847,0.00880405142189326
Logistic Regression,0.0038659382088884627,0.008843007401636151
Logistic Regression,0.0038914981309307005,0.00888196338137904
Logistic Regression,0.0039042780919518196,0.00888196338137904
Logistic Regression,0.003936227994504617,0.00888196338137904
Logistic Regression,0.003942617975015176,0.00888196338137904
Logistic Regression,0.0039617879165468545,0.00888196338137904
Logistic Regression,0.003993737819099652,0.00888196338137904
Logistic Regression,0.004000127799610211,0.00888196338137904
Logistic Regression,0.00401290776063133,0.008920919361121932
Logistic Regression,0.004038467682673567,0.008920919361121932
Logistic Regression,0.004038467682673567,0.008959875340864823
Logistic Regression,0.004051247643694687,0.008959875340864823
Logistic Regression,0.004057637624205246,0.008959875340864823
Logistic Regression,0.004076807565736924,0.008998831320607713
Logistic Regression,0.004089587526758043,0.009037787300350604
Logistic Regression,0.004115147448800281,0.009115699259836385
Logistic Regression,0.0041279274098214,0.009193611219322165
Logistic Regression,0.00413431739033196,0.009232567199065057
Logistic Regression,0.00413431739033196,0.009271523178807948
Logistic Regression,0.00413431739033196,0.009349435138293729
Logistic Regression,0.004159877312374197,0.009388391118036618
Logistic Regression,0.004210997156458673,0.0094663030775224
Logistic Regression,0.004217387136969232,0.0094663030775224
Logistic Regression,0.004236557078500911,0.00950525905726529
Logistic Regression,0.00424294705901147,0.00950525905726529
Logistic Regression,0.004274896961564267,0.00950525905726529
Logistic Regression,0.004287676922585386,0.00950525905726529
Logistic Regression,0.004294066903095945,0.00950525905726529
Logistic Regression,0.004306846864117065,0.00950525905726529
Logistic Regression,0.0043196268251381835,0.009544215037008181
Logistic Regression,0.004332406786159302,0.009544215037008181
Logistic Regression,0.004338796766669862,0.009544215037008181
Logistic Regression,0.004351576727690981,0.009622126996493962
Logistic Regression,0.004370746669222659,0.009622126996493962
Logistic Regression,0.004383526630243778,0.009661082976236853
Logistic Regression,0.0043899166107543375,0.009661082976236853
Logistic Regression,0.004409086552286016,0.009738994935722634
Logistic Regression,0.004421866513307135,0.009738994935722634
Logistic Regression,0.004434646474328253,0.009777950915465523
Logistic Regression,0.004441036454838813,0.009777950915465523
Logistic Regression,0.004447426435349372,0.009816906895208415
Logistic Regression,0.0044665963768810504,0.009855862874951306
Logistic Regression,0.004492156298923289,0.009933774834437087
Logistic Regression,0.004511326240454966,0.009933774834437087
Logistic Regression,0.004524106201476086,0.009972730814179976
Logistic Regression,0.004530496181986645,0.009972730814179976
Logistic Regression,0.004556056104028883,0.010050642773665758
Logistic Regression,0.00458161602607112,0.010050642773665758
Logistic Regression,0.004613565928623917,0.010089598753408648
Logistic Regression,0.0046455158311767145,0.010089598753408648
Logistic Regression,0.0046455158311767145,0.01012855473315154
Logistic Regression,0.004658295792197834,0.01012855473315154
Logistic Regression,0.004671075753218953,0.010167510712894429
Logistic Regression,0.00469663567526119,0.010167510712894429
Logistic Regression,0.00470941563628231,0.01020646669263732
Logistic Regression,0.004741365538835107,0.010245422672380211
Logistic Regression,0.004760535480366785,0.0102843786521231
Logistic Regression,0.004773315441387904,0.010323334631865992
Logistic Regression,0.004798875363430141,0.010323334631865992
Logistic Regression,0.004830825265982938,0.010440202571094664
Logistic Regression,0.0048563851880251765,0.010479158550837553
Logistic Regression,0.004869165149046295,0.010479158550837553
Logistic Regression,0.004881945110067414,0.010596026490066225
Logistic Regression,0.004901115051599092,0.010673938449552006
Logistic Regression,0.004907505032109652,0.010673938449552006
Logistic Regression,0.004920284993130771,0.010673938449552006
Logistic Regression,0.0049266749736413306,0.010751850409037787
Logistic Regression,0.004958624876194128,0.010829762368523569
Logistic Regression,0.004958624876194128,0.01090767432800935
